State and area;Year;Month;Employment;Unemployment
California;1985;05;11988652   ;943.569   
Los Angeles County;1985;05;3690727   ;287.764   
Colorado;1985;05;1613528   ;100.681   
Connecticut;1985;05;1618751   ;77.223   
Delaware;1985;05;298.291   ;17.012   
District of Columbia;1985;05;295.766   ;26.716   
Florida;1985;05;4989582   ;329.668   
Georgia;1985;05;2675343   ;189.732   
Hawaii;1985;05;454.304   ;24.837   
Idaho;1985;05;430.154   ;36.622   
Illinois;1985;05;5140381   ;512.811   
Indiana;1985;05;2487798   ;214.433   
Iowa;1985;05;1315936   ;105.574   
Kansas;1985;05;1166658   ;62.577   
Kentucky;1985;05;1545911   ;150.319   
Louisiana;1985;05;1743087   ;224.134   
Maine;1985;05;522.277   ;31.443   
Maryland;1985;05;2164097   ;107.466   
Massachusetts;1985;05;2925485   ;127.506   
Michigan;1985;05;3906033   ;446.008   
Minnesota;1985;05;2094237   ;132.957   
Mississippi;1985;05;1002826   ;115.998   
Missouri;1985;05;2266598   ;164.346   
Montana;1985;05;373.541   ;30.784   
Nebraska;1985;05;762.512   ;40.810   
Nevada;1985;05;475.943   ;39.643   
New Hampshire;1985;05;514.604   ;20.959   
New Jersey;1985;05;3603067   ;216.833   
New Mexico;1985;05;591.558   ;56.237   
New York;1985;05;7727728   ;553.709   
New York city;1985;05;2955689   ;263.628   
North Carolina;1985;05;2912707   ;181.332   
North Dakota;1985;05;310.732   ;17.907   
Ohio;1985;05;4665684   ;457.347   
Oklahoma;1985;05;1442140   ;110.361   
Oregon;1985;05;1205510   ;117.187   
Pennsylvania;1985;05;5082044   ;450.977   
Rhode Island;1985;05;472.870   ;24.411   
South Carolina;1985;05;1441798   ;104.500   
South Dakota;1985;05;328.895   ;16.992   
Tennessee;1985;05;2070392   ;180.385   
Texas;1985;05;7511252   ;559.605   
Utah;1985;05;685.755   ;44.902   
Vermont;1985;05;264.694   ;13.068   
Virginia;1985;05;2703730   ;159.157   
Washington;1985;05;1925430   ;175.815   
West Virginia;1985;05;652.974   ;101.553   
Wisconsin;1985;05;2221113   ;172.411   
Wyoming;1985;05;236.735   ;17.378   
Alabama;1985;06;1627270   ;171.134   
Alaska;1985;06;224.011   ;24.701   
Arizona;1985;06;1385297   ;97.690   
Arkansas;1985;06;965.602   ;90.230   
California;1985;06;11997098   ;943.307   
Los Angeles County;1985;06;3692241   ;285.276   
Colorado;1985;06;1610892   ;101.671   
Connecticut;1985;06;1619272   ;76.849   
Delaware;1985;06;299.740   ;16.608   
District of Columbia;1985;06;295.472   ;26.405   
Florida;1985;06;4996878   ;327.867   
Georgia;1985;06;2680011   ;189.449   
Hawaii;1985;06;454.745   ;25.276   
Idaho;1985;06;429.637   ;36.752   
Illinois;1985;06;5130266   ;517.973   
Indiana;1985;06;2490544   ;212.292   
Iowa;1985;06;1315916   ;105.572   
Kansas;1985;06;1165973   ;62.489   
Kentucky;1985;06;1543085   ;151.920   
Louisiana;1985;06;1742380   ;225.400   
Maine;1985;06;521.709   ;30.910   
Maryland;1985;06;2166413   ;105.971   
Massachusetts;1985;06;2922069   ;127.558   
Michigan;1985;06;3907007   ;445.390   
Minnesota;1985;06;2095500   ;134.129   
Mississippi;1985;06;1004312   ;116.318   
Missouri;1985;06;2270199   ;163.088   
Montana;1985;06;373.230   ;30.690   
Nebraska;1985;06;762.151   ;41.226   
Nevada;1985;06;476.651   ;39.388   
New Hampshire;1985;06;516.342   ;20.301   
New Jersey;1985;06;3606439   ;214.438   
New Mexico;1985;06;591.881   ;56.605   
New York;1985;06;7750231   ;549.947   
New York city;1985;06;2972002   ;258.544   
North Carolina;1985;06;2920210   ;178.154   
North Dakota;1985;06;310.800   ;17.944   
Ohio;1985;06;4664920   ;460.692   
Oklahoma;1985;06;1441729   ;109.204   
Oregon;1985;06;1206097   ;115.325   
Pennsylvania;1985;06;5087222   ;448.812   
Rhode Island;1985;06;473.378   ;23.932   
South Carolina;1985;06;1442081   ;108.156   
South Dakota;1985;06;328.826   ;17.071   
Tennessee;1985;06;2070792   ;179.669   
Texas;1985;06;7505901   ;569.657   
Utah;1985;06;687.303   ;44.832   
Vermont;1985;06;265.327   ;13.150   
Virginia;1985;06;2703058   ;159.651   
Washington;1985;06;1929710   ;174.027   
West Virginia;1985;06;652.596   ;100.014   
Wisconsin;1985;06;2219545   ;171.517   
Wyoming;1985;06;236.146   ;17.819   
Alabama;1985;07;1629958   ;169.568   
Alaska;1985;07;224.265   ;24.713   
Arizona;1985;07;1388268   ;99.185   
Arkansas;1985;07;966.457   ;90.823   
California;1985;07;12013707   ;942.279   
Los Angeles County;1985;07;3698242   ;282.484   
Colorado;1985;07;1607993   ;102.717   
Connecticut;1985;07;1621879   ;76.166   
Delaware;1985;07;301.270   ;16.190   
District of Columbia;1985;07;295.473   ;26.007   
Florida;1985;07;5007556   ;325.571   
Georgia;1985;07;2687122   ;187.722   
Hawaii;1985;07;455.620   ;25.692   
Idaho;1985;07;429.361   ;36.747   
Illinois;1985;07;5124267   ;523.025   
Indiana;1985;07;2493809   ;209.534   
Iowa;1985;07;1316113   ;105.795   
Kansas;1985;07;1165702   ;62.766   
Kentucky;1985;07;1541240   ;153.851   
Louisiana;1985;07;1742382   ;226.747   
Maine;1985;07;521.763   ;30.463   
Maryland;1985;07;2170010   ;104.548   
Massachusetts;1985;07;2919954   ;127.382   
Michigan;1985;07;3912128   ;443.942   
Minnesota;1985;07;2097911   ;135.736   
Mississippi;1985;07;1005937   ;116.766   
Missouri;1985;07;2275107   ;161.839   
Montana;1985;07;372.900   ;30.737   
Nebraska;1985;07;762.265   ;41.512   
Nevada;1985;07;477.610   ;39.051   
New Hampshire;1985;07;518.567   ;19.596   
New Jersey;1985;07;3612260   ;212.426   
New Mexico;1985;07;592.734   ;56.783   
New York;1985;07;7771516   ;546.888   
New York city;1985;07;2982021   ;254.632   
North Carolina;1985;07;2930822   ;175.062   
North Dakota;1985;07;311.015   ;18.014   
Ohio;1985;07;4667202   ;464.837   
Oklahoma;1985;07;1442655   ;108.642   
Oregon;1985;07;1207955   ;113.406   
Pennsylvania;1985;07;5095129   ;445.923   
Rhode Island;1985;07;474.287   ;23.470   
South Carolina;1985;07;1442790   ;110.839   
South Dakota;1985;07;328.869   ;17.062   
Tennessee;1985;07;2071165   ;178.713   
Texas;1985;07;7503257   ;579.452   
Utah;1985;07;689.114   ;44.743   
Vermont;1985;07;266.181   ;13.171   
Virginia;1985;07;2704304   ;159.172   
Washington;1985;07;1934190   ;172.542   
West Virginia;1985;07;652.477   ;98.520   
Wisconsin;1985;07;2219633   ;170.932   
Wyoming;1985;07;235.603   ;18.200   
Alabama;1985;08;1634061   ;168.175   
Alaska;1985;08;224.773   ;24.683   
Arizona;1985;08;1393648   ;99.581   
Arkansas;1985;08;967.224   ;90.988   
California;1985;08;12041877   ;937.116   
Los Angeles County;1985;08;3708680   ;278.709   
Colorado;1985;08;1605467   ;103.552   
Connecticut;1985;08;1626987   ;75.006   
Delaware;1985;08;302.722   ;15.709   
District of Columbia;1985;08;295.733   ;25.483   
Florida;1985;08;5022728   ;322.336   
Georgia;1985;08;2696892   ;184.512   
Hawaii;1985;08;457.054   ;25.857   
Idaho;1985;08;429.443   ;36.675   
Illinois;1985;08;5125848   ;524.701   
Indiana;1985;08;2498791   ;205.729   
Iowa;1985;08;1317132   ;105.885   
Kansas;1985;08;1166317   ;63.305   
Kentucky;1985;08;1540680   ;155.561   
Louisiana;1985;08;1743727   ;227.803   
Maine;1985;08;522.636   ;30.163   
Maryland;1985;08;2175079   ;102.961   
Massachusetts;1985;08;2920547   ;126.625   
Michigan;1985;08;3922680   ;438.814   
Minnesota;1985;08;2101629   ;136.945   
Mississippi;1985;08;1007999   ;117.262   
Missouri;1985;08;2281947   ;160.297   
Montana;1985;08;372.646   ;30.883   
Nebraska;1985;08;763.132   ;41.727   
Nevada;1985;08;478.946   ;38.624   
New Hampshire;1985;08;521.479   ;18.835   
New Jersey;1985;08;3620653   ;211.167   
New Mexico;1985;08;594.397   ;56.729   
New York;1985;08;7795437   ;543.539   
New York city;1985;08;2989977   ;251.861   
North Carolina;1985;08;2945594   ;171.256   
North Dakota;1985;08;311.478   ;18.073   
Ohio;1985;08;4674457   ;467.123   
Oklahoma;1985;08;1445137   ;108.689   
Oregon;1985;08;1211428   ;111.497   
Pennsylvania;1985;08;5107164   ;441.695   
Rhode Island;1985;08;475.677   ;22.951   
South Carolina;1985;08;1444439   ;111.826   
South Dakota;1985;08;329.123   ;16.996   
Tennessee;1985;08;2073028   ;177.360   
Texas;1985;08;7505810   ;586.162   
Utah;1985;08;691.310   ;44.454   
Vermont;1985;08;267.282   ;13.090   
Virginia;1985;08;2707910   ;157.646   
Washington;1985;08;1939370   ;170.881   
West Virginia;1985;08;652.791   ;96.737   
Wisconsin;1985;08;2221693   ;170.627   
Wyoming;1985;08;235.171   ;18.455   
Alabama;1985;09;1639287   ;166.954   
Alaska;1985;09;225.510   ;24.656   
Arizona;1985;09;1401162   ;98.808   
Arkansas;1985;09;968.138   ;90.671   
California;1985;09;12079990   ;927.229   
Los Angeles County;1985;09;3722015   ;274.257   
Colorado;1985;09;1603572   ;104.126   
Connecticut;1985;09;1633926   ;73.371   
Delaware;1985;09;303.942   ;15.182   
District of Columbia;1985;09;296.288   ;24.850   
Florida;1985;09;5041856   ;318.489   
Georgia;1985;09;2708414   ;180.282   
Hawaii;1985;09;458.851   ;25.734   
Idaho;1985;09;429.749   ;36.688   
Illinois;1985;09;5134715   ;521.996   
Indiana;1985;09;2506227   ;200.795   
Iowa;1985;09;1319409   ;105.606   
Kansas;1985;09;1167761   ;63.845   
Kentucky;1985;09;1541185   ;156.672   
Louisiana;1985;09;1746127   ;228.581   
Maine;1985;09;524.239   ;29.993   
Maryland;1985;09;2181145   ;101.152   
Massachusetts;1985;09;2924167   ;125.247   
Michigan;1985;09;3936606   ;429.506   
Minnesota;1985;09;2105948   ;137.407   
Mississippi;1985;09;1010639   ;117.749   
Missouri;1985;09;2290249   ;158.493   
Montana;1985;09;372.563   ;31.061   
Nebraska;1985;09;764.676   ;41.856   
Nevada;1985;09;480.619   ;38.088   
New Hampshire;1985;09;524.989   ;18.058   
New Jersey;1985;09;3630694   ;210.999   
New Mexico;1985;09;596.749   ;56.523   
New York;1985;09;7820905   ;539.945   
New York city;1985;09;2996833   ;249.989   
North Carolina;1985;09;2963316   ;166.626   
North Dakota;1985;09;312.131   ;18.114   
Ohio;1985;09;4687505   ;466.154   
Oklahoma;1985;09;1448762   ;108.953   
Oregon;1985;09;1216268   ;109.969   
Pennsylvania;1985;09;5123010   ;436.209   
Rhode Island;1985;09;477.444   ;22.300   
South Carolina;1985;09;1446892   ;111.086   
South Dakota;1985;09;329.590   ;16.904   
Tennessee;1985;09;2077270   ;175.897   
Texas;1985;09;7513079   ;589.306   
Utah;1985;09;693.788   ;43.933   
Vermont;1985;09;268.537   ;12.904   
Virginia;1985;09;2713488   ;155.238   
Washington;1985;09;1945500   ;168.779   
West Virginia;1985;09;653.479   ;94.669   
Wisconsin;1985;09;2225324   ;170.312   
Wyoming;1985;09;234.880   ;18.598   
Alabama;1985;10;1644727   ;166.423   
Alaska;1985;10;226.269   ;24.731   
Arizona;1985;10;1409642   ;97.557   
Arkansas;1985;10;969.190   ;90.195   
California;1985;10;12121770   ;916.132   
Los Angeles County;1985;10;3735662   ;270.326   
Colorado;1985;10;1601853   ;104.676   
Connecticut;1985;10;1641133   ;71.560   
Delaware;1985;10;304.823   ;14.717   
District of Columbia;1985;10;296.953   ;24.221   
Florida;1985;10;5062884   ;315.316   
Georgia;1985;10;2719942   ;176.198   
Hawaii;1985;10;460.693   ;25.479   
Idaho;1985;10;430.103   ;36.909   
Illinois;1985;10;5147179   ;517.292   
Indiana;1985;10;2515420   ;195.641   
Iowa;1985;10;1322680   ;105.138   
Kansas;1985;10;1169390   ;64.367   
Kentucky;1985;10;1541854   ;157.392   
Louisiana;1985;10;1748665   ;229.360   
Maine;1985;10;526.232   ;29.904   
Maryland;1985;10;2187201   ;99.727   
Massachusetts;1985;10;2929544   ;123.691   
Michigan;1985;10;3950116   ;418.123   
Minnesota;1985;10;2109431   ;137.410   
Mississippi;1985;10;1013398   ;118.330   
Missouri;1985;10;2298683   ;156.840   
Montana;1985;10;372.632   ;31.331   
Nebraska;1985;10;766.459   ;41.989   
Nevada;1985;10;482.421   ;37.516   
New Hampshire;1985;10;528.692   ;17.384   
New Jersey;1985;10;3640491   ;211.763   
New Mexico;1985;10;599.259   ;56.420   
New York;1985;10;7843211   ;538.059   
New York city;1985;10;3001948   ;249.254   
North Carolina;1985;10;2980713   ;162.078   
North Dakota;1985;10;312.802   ;18.167   
Ohio;1985;10;4704518   ;462.179   
Oklahoma;1985;10;1452298   ;109.552   
Oregon;1985;10;1221448   ;109.268   
Pennsylvania;1985;10;5140330   ;430.824   
Rhode Island;1985;10;479.309   ;21.587   
South Carolina;1985;10;1449510   ;109.509   
South Dakota;1985;10;330.160   ;16.842   
Tennessee;1985;10;2083180   ;175.262   
Texas;1985;10;7521052   ;591.616   
Utah;1985;10;696.200   ;43.369   
Vermont;1985;10;269.794   ;12.651   
Virginia;1985;10;2719763   ;152.440   
Washington;1985;10;1952451   ;166.815   
West Virginia;1985;10;654.242   ;92.724   
Wisconsin;1985;10;2229629   ;169.845   
Wyoming;1985;10;234.654   ;18.661   
Alabama;1985;11;1649453   ;166.924   
Alaska;1985;11;226.868   ;25.001   
Arizona;1985;11;1418064   ;96.626   
Arkansas;1985;11;970.202   ;89.888   
California;1985;11;12161186   ;906.621   
Los Angeles County;1985;11;3747817   ;267.514   
Colorado;1985;11;1599656   ;105.744   
Connecticut;1985;11;1647139   ;69.873   
Delaware;1985;11;305.321   ;14.403   
District of Columbia;1985;11;297.559   ;23.680   
Florida;1985;11;5083644   ;313.490   
Georgia;1985;11;2730228   ;173.119   
Hawaii;1985;11;462.307   ;25.244   
Idaho;1985;11;430.418   ;37.229   
Illinois;1985;11;5159319   ;511.882   
Indiana;1985;11;2524235   ;191.535   
Iowa;1985;11;1326155   ;104.608   
Kansas;1985;11;1170648   ;64.810   
Kentucky;1985;11;1541832   ;157.994   
Louisiana;1985;11;1750068   ;230.426   
Maine;1985;11;528.171   ;29.857   
Maryland;1985;11;2192706   ;99.142   
Massachusetts;1985;11;2935069   ;122.352   
Michigan;1985;11;3960356   ;406.851   
Minnesota;1985;11;2111153   ;137.063   
Mississippi;1985;11;1015526   ;119.147   
Missouri;1985;11;2306079   ;155.412   
Montana;1985;11;372.764   ;31.613   
Nebraska;1985;11;768.062   ;42.138   
Nevada;1985;11;484.165   ;36.921   
New Hampshire;1985;11;532.064   ;16.905   
New Jersey;1985;11;3648545   ;212.513   
New Mexico;1985;11;601.357   ;56.583   
New York;1985;11;7857703   ;538.525   
New York city;1985;11;3004044   ;249.546   
North Carolina;1985;11;2994010   ;158.891   
North Dakota;1985;11;313.302   ;18.231   
Ohio;1985;11;4722387   ;455.787   
Oklahoma;1985;11;1454660   ;110.812   
Oregon;1985;11;1225753   ;109.589   
Pennsylvania;1985;11;5156742   ;426.708   
Rhode Island;1985;11;480.935   ;20.866   
South Carolina;1985;11;1452016   ;108.039   
South Dakota;1985;11;330.707   ;16.822   
Tennessee;1985;11;2088842   ;175.888   
Texas;1985;11;7526209   ;596.238   
Utah;1985;11;698.242   ;42.889   
Vermont;1985;11;270.921   ;12.412   
Virginia;1985;11;2725344   ;149.723   
Washington;1985;11;1959762   ;165.767   
West Virginia;1985;11;654.732   ;91.193   
Wisconsin;1985;11;2233656   ;169.139   
Wyoming;1985;11;234.396   ;18.813   
Alabama;1985;12;1653092   ;168.596   
Alaska;1985;12;227.281   ;25.525   
Arizona;1985;12;1425711   ;96.534   
Arkansas;1985;12;971.101   ;89.921   
California;1985;12;12194718   ;900.768   
Los Angeles County;1985;12;3758194   ;266.014   
Colorado;1985;12;1596191   ;107.904   
Connecticut;1985;12;1651096   ;68.541   
Delaware;1985;12;305.508   ;14.308   
District of Columbia;1985;12;298.046   ;23.311   
Florida;1985;12;5102742   ;313.371   
Georgia;1985;12;2738976   ;171.506   
Hawaii;1985;12;463.447   ;25.085   
Idaho;1985;12;430.594   ;37.543   
Illinois;1985;12;5168785   ;506.036   
Indiana;1985;12;2530553   ;189.330   
Iowa;1985;12;1329094   ;104.079   
Kansas;1985;12;1171311   ;65.254   
Kentucky;1985;12;1541181   ;158.529   
Louisiana;1985;12;1749426   ;232.100   
Maine;1985;12;529.610   ;29.848   
Maryland;1985;12;2197848   ;99.385   
Massachusetts;1985;12;2939164   ;121.575   
Michigan;1985;12;3966288   ;398.356   
Minnesota;1985;12;2111102   ;136.439   
Mississippi;1985;12;1016501   ;120.528   
Missouri;1985;12;2311800   ;154.260   
Montana;1985;12;372.792   ;31.844   
Nebraska;1985;12;769.250   ;42.241   
Nevada;1985;12;485.763   ;36.294   
New Hampshire;1985;12;534.670   ;16.685   
New Jersey;1985;12;3654387   ;212.753   
New Mexico;1985;12;602.705   ;57.014   
New York;1985;12;7862496   ;541.504   
New York city;1985;12;3002582   ;250.735   
North Carolina;1985;12;3000730   ;158.026   
North Dakota;1985;12;313.498   ;18.343   
Ohio;1985;12;4737881   ;448.610   
Oklahoma;1985;12;1455335   ;113.127   
Oregon;1985;12;1228690   ;110.901   
Pennsylvania;1985;12;5171186   ;424.114   
Rhode Island;1985;12;482.057   ;20.183   
South Carolina;1985;12;1454761   ;107.222   
South Dakota;1985;12;331.126   ;16.839   
Tennessee;1985;12;2093034   ;177.499   
Texas;1985;12;7527321   ;606.078   
Utah;1985;12;699.746   ;42.599   
Vermont;1985;12;271.779   ;12.261   
Virginia;1985;12;2729635   ;147.450   
Washington;1985;12;1967016   ;166.015   
West Virginia;1985;12;654.874   ;90.273   
Wisconsin;1985;12;2236587   ;168.468   
Wyoming;1985;12;234.007   ;19.159   
Alabama;1986;01;1656221   ;171.329   
Alaska;1986;01;227.481   ;26.280   
Arizona;1986;01;1432668   ;97.584   
Arkansas;1986;01;971.894   ;90.326   
California;1986;01;12223689   ;899.769   
Los Angeles County;1986;01;3768265   ;265.974   
Colorado;1986;01;1591492   ;111.126   
Connecticut;1986;01;1653314   ;67.671   
Delaware;1986;01;305.624   ;14.459   
District of Columbia;1986;01;298.242   ;23.184   
Florida;1986;01;5120980   ;315.212   
Georgia;1986;01;2747072   ;171.545   
Hawaii;1986;01;464.079   ;24.989   
Idaho;1986;01;430.702   ;37.901   
Illinois;1986;01;5175608   ;500.578   
Indiana;1986;01;2533914   ;189.115   
Iowa;1986;01;1331436   ;103.658   
Kansas;1986;01;1171577   ;65.824   
Kentucky;1986;01;1540860   ;158.944   
Louisiana;1986;01;1746590   ;234.653   
Maine;1986;01;530.439   ;29.880   
Maryland;1986;01;2203345   ;100.365   
Massachusetts;1986;01;2940817   ;121.535   
Michigan;1986;01;3968780   ;394.683   
Minnesota;1986;01;2110084   ;135.728   
Mississippi;1986;01;1016621   ;122.775   
Missouri;1986;01;2316094   ;153.827   
Montana;1986;01;372.654   ;32.058   
Nebraska;1986;01;770.099   ;42.168   
Nevada;1986;01;487.278   ;35.651   
New Hampshire;1986;01;536.482   ;16.695   
New Jersey;1986;01;3658818   ;212.405   
New Mexico;1986;01;603.279   ;57.725   
New York;1986;01;7860804   ;546.513   
New York city;1986;01;2998961   ;252.757   
North Carolina;1986;01;3001254   ;159.389   
North Dakota;1986;01;313.412   ;18.540   
Ohio;1986;01;4749480   ;442.964   
Oklahoma;1986;01;1454673   ;116.728   
